age,workclass,education-num,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income_50k
33,Private,4,Craft-repair,White,Male,0,0,40,0
45,Private,9,Adm-clerical,White,Female,0,0,38,0
46,Private,13,Prof-specialty,Black,Female,0,0,36,0
31,Private,9,Craft-repair,Black,Male,0,0,40,0
32,Private,9,Craft-repair,White,Male,0,0,40,0
28,Private,9,Transport-moving,White,Male,0,0,40,0
37,Private,9,Prof-specialty,White,Male,0,0,40,0
38,Private,9,Craft-repair,White,Male,0,0,40,0
39,Private,10,Other-service,White,Female,0,0,15,0
64,Private,10,Adm-clerical,White,Female,0,0,12,0
17,,6,,White,Male,0,1721,40,0
32,?,7,?,White,Female,0,0,49,0
38,Private,13,Transport-moving,White,Male,4508,0,40,0
35,Private,9,Machine-op-inspct,Black,Female,0,0,48,0
47,Private,10,Transport-moving,White,Female,0,0,25,0
32,Private,9,Craft-repair,White,Male,0,0,40,0
62,Self-emp-not-inc,14,Sales,White,Male,0,0,40,0
56,Private,9,Adm-clerical,White,Female,0,0,40,0
39,Private,9,Craft-repair,White,Male,0,0,40,0
69,Private,9,Adm-clerical,White,Female,0,0,24,0
30,Private,13,Exec-managerial,White,Male,0,0,44,0
46,Federal-gov,10,Transport-moving,White,Male,0,0,40,0
29,Private,13,Tech-support,White,Female,0,0,40,0
24,Private,13,Craft-repair,White,Female,0,0,40,0
26,Local-gov,9,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,25,0
36,Self-emp-not-inc,7,Transport-moving,Black,Male,0,0,40,0
62,Private,9,Sales,White,Male,0,0,44,0
62,Local-gov,9,Transport-moving,White,Male,0,0,40,0
20,Private,9,Other-service,White,Female,0,0,40,0
47,Private,5,Machine-op-inspct,Black,Male,0,0,56,0
50,Local-gov,13,Prof-specialty,White,Female,0,0,50,0
33,Private,8,Handlers-cleaners,White,Male,0,0,40,0
39,Private,13,Tech-support,White,Female,0,0,40,0
42,Private,9,Transport-moving,White,Male,0,0,40,0
53,Private,10,Craft-repair,White,Male,0,0,40,0
42,Self-emp-not-inc,9,Craft-repair,White,Female,0,0,40,0
22,Private,10,Craft-repair,White,Male,0,0,40,0
48,Private,7,Other-service,White,Female,0,0,31,0
22,Private,9,Craft-repair,White,Male,0,0,40,0
41,Private,13,Exec-managerial,White,Female,0,0,40,0
20,Private,10,Farming-fishing,White,Female,0,0,40,0
40,Private,10,Craft-repair,White,Male,0,0,44,0
23,Private,12,Adm-clerical,White,Female,0,0,70,0
64,Private,13,Sales,White,Male,0,0,40,0
55,Private,6,Craft-repair,White,Male,0,0,40,0
39,Private,9,Adm-clerical,Black,Female,0,0,40,0
24,Private,3,Farming-fishing,Black,Male,0,0,40,0
22,Private,10,Adm-clerical,White,Female,0,0,40,0
29,Private,9,Machine-op-inspct,White,Male,0,0,40,0
19,Private,10,Sales,White,Female,0,0,25,0
24,Private,8,Other-service,White,Female,0,0,38,0
24,Private,1,Adm-clerical,White,Male,0,0,40,0
41,?,7,?,Black,Female,0,0,40,0
33,Private,13,Prof-specialty,White,Female,0,0,40,0
49,Local-gov,13,Prof-specialty,White,Female,0,0,50,0
49,Private,9,Craft-repair,Black,Female,0,0,40,0
42,Private,9,Adm-clerical,White,Male,0,0,50,0
23,Private,10,Sales,White,Male,0,0,45,0
20,Private,8,Other-service,White,Female,0,0,10,0
18,Private,8,Adm-clerical,White,Female,0,0,12,0
18,Private,9,Craft-repair,White,Female,0,0,20,0
38,Private,9,Other-service,White,Female,0,0,25,0
20,Self-emp-not-inc,10,Adm-clerical,White,Female,0,0,12,0
47,Private,5,Machine-op-inspct,White,Male,0,0,40,0
27,Private,10,Adm-clerical,White,Female,0,0,40,0
52,Private,10,Tech-support,White,Male,5013,0,40,0
50,Local-gov,9,Adm-clerical,Black,Male,0,0,40,0
28,Private,13,Protective-serv,White,Female,0,0,40,0
74,Private,9,Other-service,White,Male,0,0,15,0
42,Private,9,Exec-managerial,White,Female,0,0,40,0
31,Private,11,Craft-repair,White,Male,0,0,40,0
18,?,10,?,White,Male,0,0,40,0
90,Private,6,Exec-managerial,White,Male,0,0,40,0
39,Federal-gov,9,Prof-specialty,White,Female,0,0,60,0
30,Private,5,Sales,White,Male,0,0,40,0
21,Private,9,Farming-fishing,White,Male,0,0,40,0
42,Private,9,Exec-managerial,Black,Female,0,0,35,0
23,Private,10,Other-service,White,Female,0,0,15,0
19,Private,10,Transport-moving,White,Male,0,0,25,0
37,Private,9,Adm-clerical,White,Male,0,0,38,0
64,?,5,?,White,Male,0,0,50,0
58,Private,9,Machine-op-inspct,White,Male,0,0,44,0
50,Self-emp-not-inc,14,Prof-specialty,White,Female,0,0,25,0
19,Private,4,Craft-repair,White,Male,0,0,40,0
26,?,13,?,White,Female,0,0,40,0
44,Private,15,Machine-op-inspct,White,Male,0,0,45,0
35,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,40,0
39,Private,10,Adm-clerical,White,Female,114,0,45,0
60,Private,10,Exec-managerial,White,Female,0,0,70,0
37,Private,9,Sales,White,Male,0,0,40,0
44,Private,10,Transport-moving,White,Male,0,0,45,0
40,Private,10,Prof-specialty,Black,Female,0,0,38,0
18,Private,5,Handlers-cleaners,White,Male,0,0,16,0
20,Self-emp-inc,9,Craft-repair,White,Male,0,0,40,0
39,Self-emp-inc,9,Exec-managerial,White,Male,0,0,70,0
66,Local-gov,16,Prof-specialty,White,Female,3273,0,40,0
32,Private,10,Adm-clerical,Other,Female,0,0,40,0
18,Private,9,Handlers-cleaners,White,Male,0,0,22,0
36,Local-gov,10,Tech-support,White,Male,0,0,40,0
18,Private,9,Craft-repair,White,Male,0,0,30,0
31,Private,10,Adm-clerical,White,Male,0,0,40,0
50,Private,4,Transport-moving,White,Male,0,0,40,0
38,Private,13,Exec-managerial,White,Male,0,0,50,0
48,Private,10,Other-service,White,Female,0,0,32,0
24,Private,12,Handlers-cleaners,White,Male,0,0,30,0
29,Private,7,Craft-repair,White,Female,0,0,52,0
37,Private,9,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,60,0
21,Private,1,Farming-fishing,White,Male,0,0,50,0
52,Private,9,Sales,White,Female,0,0,40,0
53,Local-gov,13,Protective-serv,Asian-Pac-Islander,Male,0,0,50,0
31,Private,9,Adm-clerical,White,Female,0,0,8,0
18,?,9,?,White,Male,0,0,40,0
30,Private,9,Sales,White,Female,0,0,25,0
30,Self-emp-not-inc,13,Sales,White,Male,0,0,50,0
43,Private,9,Machine-op-inspct,White,Male,0,0,40,0
37,Private,10,Craft-repair,White,Male,0,0,55,0
40,Self-emp-not-inc,9,Exec-managerial,White,Male,0,0,40,0
51,Private,10,Sales,White,Female,0,0,32,0
64,?,11,?,White,Female,0,0,15,0
20,Private,9,Craft-repair,White,Male,0,0,40,0
52,Private,11,Craft-repair,White,Male,0,0,40,0
24,Private,13,Sales,Black,Male,0,0,50,0
25,State-gov,9,Exec-managerial,White,Male,0,0,40,0
36,Private,13,Other-service,Black,Female,0,0,35,0
70,Private,4,Other-service,White,Male,0,0,25,0
18,Private,6,Farming-fishing,White,Male,0,0,27,0
51,Private,10,Sales,White,Male,0,0,40,0
42,State-gov,10,Tech-support,White,Female,0,0,40,0
59,Private,13,Adm-clerical,White,Male,0,0,60,0
47,Private,7,Machine-op-inspct,Black,Female,6849,0,40,0
63,Local-gov,14,Prof-specialty,White,Male,0,0,48,0
30,Private,9,Craft-repair,White,Male,0,0,40,0
41,Private,12,Prof-specialty,White,Male,0,0,80,0
29,Self-emp-inc,9,Prof-specialty,White,Male,0,0,25,0
36,Private,9,Craft-repair,White,Male,0,0,40,0
39,Private,11,Tech-support,Asian-Pac-Islander,Male,0,0,40,0
37,Private,11,Adm-clerical,White,Male,0,0,40,0
63,Private,9,Craft-repair,White,Male,0,0,40,0
38,Private,10,Craft-repair,White,Male,0,0,40,0
30,Local-gov,11,Protective-serv,White,Male,0,0,40,0
36,Private,3,Craft-repair,White,Male,0,0,40,0
27,Private,13,Exec-managerial,White,Male,0,0,45,0
42,Private,13,Exec-managerial,White,Male,0,0,40,0
31,Private,9,Sales,White,Female,0,0,40,0
33,Private,10,Sales,White,Male,0,0,50,0
62,Private,11,Priv-house-serv,Black,Female,0,0,20,0
32,Private,9,Other-service,Black,Male,0,0,40,0
30,Private,13,Sales,White,Female,0,0,40,0
27,Federal-gov,12,Transport-moving,Black,Male,0,0,40,0
55,Local-gov,9,Craft-repair,White,Male,0,0,15,0
30,Private,9,Craft-repair,White,Male,0,0,50,0
33,Private,10,Craft-repair,White,Male,0,0,58,0
50,Self-emp-inc,9,Sales,White,Female,0,0,30,0
29,Private,10,Other-service,White,Male,0,0,40,0
20,Private,8,Other-service,White,Male,0,0,40,0
33,Private,9,Transport-moving,White,Male,0,0,40,0
30,Private,13,Exec-managerial,White,Male,0,0,40,0
32,Private,10,Machine-op-inspct,White,Male,0,0,45,0
25,Private,13,Other-service,White,Female,0,0,37,0
52,Federal-gov,14,Exec-managerial,White,Male,5013,0,40,0
52,Private,9,Craft-repair,White,Female,0,0,40,0
32,Private,9,Craft-repair,White,Male,0,0,40,0
30,Private,9,Transport-moving,White,Male,0,0,52,0
42,Private,10,Farming-fishing,White,Male,0,0,40,0
50,Private,13,Exec-managerial,White,Female,0,0,50,0
24,Private,10,Other-service,Asian-Pac-Islander,Female,0,0,35,0
41,Private,9,Machine-op-inspct,White,Female,0,0,45,0
48,Local-gov,13,Prof-specialty,White,Male,0,0,40,0
23,Private,10,Adm-clerical,Other,Female,0,0,40,0
47,Private,9,Transport-moving,White,Male,0,0,50,0
28,Private,11,Machine-op-inspct,White,Female,0,0,18,0
27,Self-emp-not-inc,9,Farming-fishing,White,Male,0,0,80,0
29,Private,10,Handlers-cleaners,Black,Male,0,0,42,0
17,Private,7,Handlers-cleaners,White,Male,0,0,20,0
34,Private,9,Machine-op-inspct,Black,Male,0,0,40,0
60,,9,,White,Female,0,0,40,0
43,Private,9,Adm-clerical,White,Female,0,0,40,0
34,Private,9,Sales,White,Male,0,0,70,0
20,Private,10,Tech-support,White,Female,0,0,32,0
21,Private,10,Sales,White,Male,0,0,60,0
18,State-gov,9,Sales,Black,Female,0,0,30,0
40,Private,9,Craft-repair,White,Male,0,0,40,0
41,Private,12,Sales,White,Male,0,0,40,0
51,Private,3,Handlers-cleaners,Black,Male,0,0,52,0
23,Private,13,Other-service,White,Female,0,0,20,0
25,?,9,?,White,Male,0,1602,40,0
34,Private,3,Craft-repair,Other,Male,0,0,40,0
24,Private,9,Other-service,White,Male,0,0,40,0
35,Private,13,Other-service,White,Male,0,0,37,0
54,Local-gov,6,Adm-clerical,White,Male,0,0,40,0
54,Private,9,Craft-repair,White,Male,0,0,40,0
18,?,10,?,White,Female,0,0,40,0
48,Private,9,Sales,White,Female,0,0,20,0
34,Private,7,Other-service,Asian-Pac-Islander,Male,0,0,40,0
29,Private,15,Prof-specialty,White,Male,0,0,50,0
17,Private,6,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,20,0
27,Private,3,Handlers-cleaners,White,Male,0,0,45,0
21,Private,10,Other-service,White,Male,0,0,20,0
54,State-gov,13,Exec-managerial,White,Male,0,0,38,0
34,Private,10,Adm-clerical,White,Male,0,0,40,0
25,Private,9,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,0
26,Private,9,Machine-op-inspct,White,Male,0,0,40,0
35,,7,,White,Male,0,2603,40,0
42,Private,10,Other-service,Black,Female,0,0,30,0
49,Private,14,Exec-managerial,White,Female,0,0,75,0
52,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,44,0
37,Federal-gov,9,Prof-specialty,Asian-Pac-Islander,Female,0,0,40,0
61,,10,,White,Male,0,0,14,0
37,Private,9,Craft-repair,White,Male,0,0,40,0
34,Self-emp-inc,10,Transport-moving,White,Male,0,0,40,0
36,Private,9,Craft-repair,Black,Male,0,0,40,0
26,Private,9,Adm-clerical,White,Female,0,0,50,0
36,Private,9,Craft-repair,White,Male,0,0,40,0
45,?,5,?,Black,Male,0,0,40,0
42,Private,13,Sales,White,Male,0,0,40,0
49,Private,13,Sales,White,Male,0,0,40,0
21,,10,,White,Female,0,0,30,0
22,Private,9,Machine-op-inspct,White,Female,0,0,40,0
43,Private,9,Adm-clerical,Black,Female,0,0,32,0
71,Private,4,Transport-moving,White,Male,0,0,10,0
50,Private,9,Machine-op-inspct,White,Male,0,0,40,0
42,Private,10,Exec-managerial,White,Male,0,0,40,0
18,Private,9,Adm-clerical,White,Female,0,0,25,0
19,Private,7,Handlers-cleaners,White,Male,0,0,24,0
43,Private,13,Other-service,Asian-Pac-Islander,Female,0,0,45,0
42,Private,6,Sales,White,Male,0,0,45,0
17,Private,7,Exec-managerial,White,Female,0,0,24,0
28,Private,13,Other-service,White,Male,0,0,50,0
27,Private,12,Exec-managerial,White,Male,0,0,40,0
37,Private,9,Adm-clerical,White,Male,0,0,42,0
26,Private,7,Other-service,White,Male,0,0,30,0
53,Self-emp-not-inc,6,Farming-fishing,White,Male,0,0,60,0
59,Self-emp-not-inc,3,Other-service,White,Male,2580,0,15,0
54,Local-gov,9,Craft-repair,White,Male,0,0,40,0
25,Private,13,Exec-managerial,Asian-Pac-Islander,Female,0,0,40,0
40,Private,10,Exec-managerial,White,Male,0,0,45,0
22,Private,9,Transport-moving,Black,Male,0,0,24,0
22,State-gov,10,Prof-specialty,White,Female,0,0,32,0
28,Private,9,Craft-repair,Asian-Pac-Islander,Male,0,0,45,0
41,Self-emp-not-inc,9,Farming-fishing,White,Male,0,0,20,0
22,State-gov,13,Adm-clerical,White,Female,0,0,10,0
19,Private,10,Craft-repair,White,Female,0,0,40,0
43,Private,10,Adm-clerical,White,Female,0,0,40,0
60,,13,,White,Male,0,0,30,0
33,Private,9,Machine-op-inspct,White,Male,0,0,40,0
42,Self-emp-not-inc,10,Craft-repair,White,Male,0,0,45,0
28,Private,13,Sales,White,Female,0,0,40,0
29,Private,9,Sales,White,Male,0,0,38,0
76,Self-emp-not-inc,14,Craft-repair,White,Male,0,0,10,0
50,Private,9,Machine-op-inspct,White,Male,0,0,40,0
35,Private,10,Prof-specialty,Black,Female,0,0,40,0
62,Private,5,Exec-managerial,White,Male,0,0,40,0
25,Private,10,Other-service,Black,Male,0,0,42,0
24,Private,9,Handlers-cleaners,White,Male,0,0,40,0
25,Local-gov,13,Prof-specialty,White,Female,0,0,40,0
56,Self-emp-not-inc,14,Exec-managerial,White,Male,0,0,25,0
52,Self-emp-not-inc,9,Exec-managerial,White,Male,0,0,60,0
62,Private,5,Other-service,Black,Female,0,0,25,0
46,Private,9,Craft-repair,White,Male,0,0,37,0
18,,9,,White,Female,0,0,15,0
35,State-gov,9,Prof-specialty,White,Female,0,0,40,0
25,Private,12,Craft-repair,White,Male,0,0,40,0
19,Private,10,Other-service,White,Male,0,0,25,0
29,Private,7,Transport-moving,White,Male,0,0,60,0
36,Private,13,Prof-specialty,White,Male,0,0,45,0
39,Local-gov,12,Prof-specialty,White,Male,0,0,59,0
28,Private,9,Exec-managerial,White,Female,0,0,40,0
20,State-gov,10,Other-service,White,Female,0,0,10,0
70,?,9,?,White,Male,2228,0,24,0
39,Private,15,Exec-managerial,White,Male,0,0,50,0
28,Private,10,Other-service,White,Female,0,0,40,0
28,Private,13,Adm-clerical,White,Female,0,0,15,0
29,Local-gov,10,Adm-clerical,Other,Male,0,0,40,0
49,Self-emp-not-inc,13,Farming-fishing,White,Male,0,0,70,0
21,Private,9,Adm-clerical,White,Male,0,0,40,0
63,Private,10,Craft-repair,White,Male,0,0,22,0
24,Federal-gov,12,Exec-managerial,White,Female,0,0,40,0
48,Private,14,Prof-specialty,White,Female,0,0,40,0
24,Private,9,Other-service,White,Female,0,0,40,0
53,Private,7,Sales,White,Male,0,0,40,0
45,Private,11,Sales,White,Female,0,0,44,0
34,Self-emp-not-inc,9,Transport-moving,White,Male,3411,0,80,0
42,Self-emp-not-inc,13,Exec-managerial,White,Male,0,0,45,0
21,Private,10,Prof-specialty,White,Male,0,0,48,0
59,Federal-gov,12,Adm-clerical,White,Male,0,0,40,0
24,Private,13,Machine-op-inspct,White,Male,0,0,65,0
32,,9,,Black,Female,0,0,40,0
22,State-gov,13,Prof-specialty,Black,Male,0,0,20,0
39,Private,9,Machine-op-inspct,White,Male,0,0,43,0
31,Private,9,Craft-repair,Black,Male,0,0,40,0
53,Private,5,Sales,Black,Female,0,0,25,0
33,Self-emp-not-inc,7,Craft-repair,White,Male,0,0,50,0
22,State-gov,10,Sales,White,Female,0,0,12,0
36,Private,9,Machine-op-inspct,White,Male,2202,0,40,0
55,Private,3,Machine-op-inspct,White,Male,0,0,40,0
72,Private,10,Adm-clerical,White,Female,0,0,6,0
30,Private,10,Handlers-cleaners,White,Male,0,0,50,0
32,Federal-gov,9,Exec-managerial,Black,Female,0,0,40,0
29,Private,11,Exec-managerial,White,Female,0,0,40,0
29,Private,9,Other-service,White,Male,0,0,40,0
51,Private,9,Craft-repair,White,Male,0,0,38,0
28,Private,9,Machine-op-inspct,White,Female,0,0,40,0
23,Private,9,Machine-op-inspct,Black,Female,0,0,40,0
55,Private,10,Sales,White,Female,0,0,50,0
28,Private,13,Prof-specialty,White,Female,0,0,40,0
45,Private,9,Craft-repair,White,Male,0,0,40,0
40,Self-emp-not-inc,14,Prof-specialty,White,Female,0,2205,45,0
54,Private,12,Sales,White,Male,0,0,32,0
21,Private,10,Sales,White,Male,0,0,8,0
52,Private,9,Craft-repair,White,Male,0,0,40,0
40,Private,10,Sales,White,Male,0,0,40,0
21,Private,9,Machine-op-inspct,Black,Male,0,0,40,0
65,?,9,?,White,Female,0,2206,10,0
26,Private,3,Farming-fishing,White,Male,0,0,30,0
33,Private,13,Other-service,White,Female,0,0,24,0
23,Private,9,Adm-clerical,White,Female,0,0,40,0
31,Private,10,Machine-op-inspct,White,Male,0,0,40,0
30,Self-emp-not-inc,10,Sales,White,Male,0,0,25,0
20,Private,7,Handlers-cleaners,White,Male,0,1573,40,0
47,Local-gov,9,Other-service,White,Female,0,0,40,0
74,Local-gov,4,Protective-serv,White,Male,0,0,40,0
24,Private,9,Handlers-cleaners,White,Male,0,0,40,0
23,Private,9,Handlers-cleaners,White,Female,0,0,40,0
40,Private,14,Exec-managerial,White,Male,0,1408,50,0
20,Private,10,Handlers-cleaners,White,Male,0,0,25,0
41,Private,13,Farming-fishing,White,Male,0,0,40,0
23,Private,9,Craft-repair,White,Male,0,0,45,0
78,Self-emp-inc,7,Exec-managerial,White,Male,0,0,10,0
47,Private,10,Machine-op-inspct,Black,Male,0,0,40,0
19,Self-emp-not-inc,10,Other-service,White,Female,0,0,40,0
51,Private,4,Protective-serv,White,Male,0,0,40,0
58,Self-emp-not-inc,9,Other-service,White,Female,0,0,45,0
30,Private,10,Sales,White,Male,0,0,58,0
20,Private,9,Other-service,Amer-Indian-Eskimo,Female,0,0,35,0
49,Private,10,Exec-managerial,White,Female,0,0,40,0
19,Private,10,Other-service,White,Female,0,0,30,0
35,Private,10,Handlers-cleaners,White,Male,0,1579,40,0
17,Local-gov,7,Prof-specialty,White,Female,0,0,40,0
41,Private,9,Transport-moving,White,Male,0,0,45,0
42,Private,10,Craft-repair,White,Male,0,0,52,0
55,Private,11,Machine-op-inspct,White,Male,0,0,20,0
58,Private,9,Exec-managerial,White,Female,0,0,43,0
28,Private,10,Tech-support,White,Male,0,0,40,0
20,State-gov,12,Prof-specialty,White,Male,0,0,30,0
62,Private,6,Machine-op-inspct,Black,Male,0,0,40,0
33,Private,10,Adm-clerical,White,Female,0,0,40,0
37,Self-emp-not-inc,13,Transport-moving,White,Male,0,0,50,0
31,Private,10,Craft-repair,Asian-Pac-Islander,Male,0,0,40,0
34,Private,9,Prof-specialty,White,Male,0,0,40,0
62,Local-gov,13,Prof-specialty,Black,Female,0,0,40,0
23,,10,,White,Female,0,0,30,0
36,Private,4,Machine-op-inspct,White,Female,0,0,40,0
32,Private,15,Prof-specialty,White,Male,0,0,40,0
29,Private,7,Craft-repair,White,Male,0,0,40,0
43,Federal-gov,13,Sales,White,Male,0,0,60,0
67,Private,14,Prof-specialty,White,Male,0,0,40,0
46,Private,9,Other-service,White,Female,0,0,40,0
24,Local-gov,7,Other-service,Asian-Pac-Islander,Male,0,0,45,0
51,Private,10,Exec-managerial,White,Male,0,0,45,0
21,Private,10,Sales,White,Female,0,0,60,0
22,?,13,?,Asian-Pac-Islander,Female,0,0,15,0
26,Private,9,Craft-repair,White,Male,0,0,40,0
52,Private,9,Prof-specialty,White,Female,0,323,40,0
20,Private,9,Craft-repair,White,Male,0,0,20,0
31,Private,9,Handlers-cleaners,White,Male,0,0,40,0
33,Private,9,Machine-op-inspct,Black,Female,0,0,40,0
24,Private,10,Prof-specialty,Black,Male,0,0,40,0
37,Private,9,Other-service,White,Female,0,0,30,0
28,Private,10,Craft-repair,White,Male,0,0,63,0
36,Private,8,Handlers-cleaners,White,Male,0,0,40,0
46,Private,6,Sales,White,Female,0,0,35,0
30,Private,9,Transport-moving,White,Male,0,2057,40,0
49,Self-emp-not-inc,10,Sales,White,Male,0,0,50,0
42,Private,9,Prof-specialty,White,Female,0,0,40,0
50,Private,10,Transport-moving,White,Male,0,0,40,0
28,Private,6,Adm-clerical,White,Female,0,2238,35,0
19,Private,7,Machine-op-inspct,White,Male,0,0,40,0
56,Private,5,Other-service,White,Female,4508,0,28,0
27,Private,10,Handlers-cleaners,Black,Male,0,0,40,0
38,Private,11,Tech-support,White,Female,2354,0,40,0
21,?,12,?,White,Female,0,0,40,0
43,Private,2,Adm-clerical,White,Female,0,0,30,0
49,Local-gov,14,Prof-specialty,White,Female,4650,0,40,0
67,Self-emp-not-inc,4,Craft-repair,White,Male,0,0,40,0
61,Private,5,Other-service,Black,Female,0,0,40,0
55,Private,6,Other-service,White,Male,0,0,29,0
57,State-gov,13,Adm-clerical,Asian-Pac-Islander,Male,0,1485,40,0
29,Private,14,Prof-specialty,White,Male,0,0,55,0
40,Private,10,Sales,Asian-Pac-Islander,Female,0,0,40,0
22,Private,9,Other-service,White,Female,0,0,40,0
42,Self-emp-not-inc,10,Farming-fishing,White,Male,0,0,70,0
35,Self-emp-not-inc,13,Exec-managerial,White,Male,0,0,40,0
51,Local-gov,14,Prof-specialty,White,Male,0,0,35,0
53,Private,6,Craft-repair,White,Male,0,0,40,0
38,Self-emp-not-inc,9,Machine-op-inspct,White,Male,0,0,70,0
22,Private,10,Machine-op-inspct,White,Male,0,0,40,0
24,Private,10,Transport-moving,White,Male,0,0,40,0
36,Private,4,Machine-op-inspct,White,Female,0,0,40,0
44,Self-emp-not-inc,9,Craft-repair,White,Male,0,0,55,0
51,Private,9,Craft-repair,White,Male,0,0,40,0
22,Private,9,Adm-clerical,White,Female,0,0,40,0
24,Private,13,Other-service,White,Female,0,0,30,0
41,Private,9,Other-service,White,Female,0,0,40,0
20,?,9,?,White,Female,0,0,45,0
44,Private,4,Craft-repair,White,Male,0,0,40,0
22,?,10,?,White,Male,0,0,50,0
44,Private,12,Sales,White,Male,0,0,40,0
60,Private,10,Other-service,White,Male,0,0,40,0
36,?,10,?,White,Female,0,0,32,0
30,Private,9,Other-service,White,Female,0,0,35,0
27,Private,13,Prof-specialty,White,Female,0,0,60,0
35,Private,10,Sales,White,Male,0,0,50,0
22,Private,13,Exec-managerial,White,Female,0,0,40,0
35,Private,10,Sales,White,Male,0,0,50,0
21,?,9,?,White,Male,0,0,60,0
27,Private,9,Adm-clerical,White,Female,0,0,35,0
25,Private,11,Farming-fishing,White,Male,0,0,20,0
19,Private,7,Handlers-cleaners,White,Male,0,0,30,0
31,Private,13,Sales,Black,Female,0,0,40,0
23,Private,9,Craft-repair,White,Male,0,0,40,0
